Date,Max Temperature,Min Temperature,Average Temperature
2012-08-21 00,312.060,289.360,299.670
2012-08-22 00,311.430,288.820,299.426
2012-08-23 00,311.010,288.940,299.201
2012-08-24 00,310.260,289.780,298.873
2012-08-25 00,308.800,287.060,297.412
2012-08-26 00,305.640,288.140,295.760
2012-08-27 00,307.930,284.770,295.980
2012-08-28 00,309.090,288.560,297.911
2012-08-29 00,310.890,288.110,298.655
2012-08-30 00,312.460,289.970,300.129
2012-08-31 00,305.780,286.550,295.043
2012-09-01 00,304.770,284.290,294.080
2012-09-02 00,309.170,285.110,296.552
2012-09-03 00,311.440,289.610,299.346
2012-09-04 00,311.600,289.750,299.305
2012-09-05 00,309.090,289.310,299.042
2012-09-06 00,309.520,294.350,300.092
2012-09-07 00,310.570,289.650,299.270
2012-09-08 00,310.830,291.470,299.822
2012-09-09 00,309.340,288.090,297.372
2012-09-10 00,309.260,287.290,296.946
2012-09-11 00,309.480,288.080,297.527
2012-09-12 00,308.790,287.400,297.684
2012-09-13 00,313.120,288.960,300.894
2012-09-14 00,312.900,291.010,300.926
2012-09-15 00,311.140,290.110,299.788
2012-09-16 00,310.350,290.410,299.601
2012-09-17 00,309.630,289.340,297.988
2012-09-18 00,308.860,286.020,296.088
2012-09-19 00,307.140,286.480,295.629
2012-09-20 00,307.680,286.110,295.712
2012-09-21 00,308.490,287.360,296.675
2012-09-22 00,310.830,288.650,298.325
2012-09-23 00,308.950,289.740,298.053
2012-09-24 00,305.770,286.080,295.512
2012-09-25 00,309.490,287.990,297.836
2012-09-26 00,309.030,287.510,296.923
2012-09-27 00,309.990,288.530,298.530
2012-09-28 00,308.720,288.660,297.675
2012-09-29 00,310.060,287.720,297.981
2012-09-30 00,312.060,289.960,300.470
2012-10-01 00,313.660,290.800,302.033
2012-10-02 00,313.270,292.200,302.287
2012-10-03 00,312.330,291.430,300.835
2012-10-04 00,305.110,288.080,295.421
2012-10-05 00,300.940,285.150,291.991
2012-10-06 00,300.460,284.730,291.801
2012-10-07 00,301.640,284.430,292.289
2012-10-08 00,298.670,283.840,290.636
2012-10-09 00,298.550,283.600,290.733
2012-10-10 00,301.500,286.060,292.890
2012-10-11 00,298.810,284.560,290.585
2012-10-12 00,297.160,282.680,289.089
2012-10-13 00,300.330,283.210,291.459
2012-10-14 00,302.400,284.820,293.187
2012-10-15 00,302.680,286.100,294.157
2012-10-16 00,305.880,289.240,296.636
2012-10-17 00,307.410,288.760,296.242
2012-10-18 00,307.340,283.980,294.969
2012-10-19 00,303.380,286.630,294.215
2012-10-20 00,300.480,284.500,291.536
2012-10-21 00,294.150,282.070,288.480
2012-10-22 00,288.590,281.720,284.578
2012-10-23 00,290.080,283.210,285.862
2012-10-24 00,286.360,280.950,283.229
2012-10-25 00,291.890,280.960,285.418
2012-10-26 00,296.170,278.390,287.244
2012-10-27 00,299.680,282.590,291.020
2012-10-28 00,300.370,285.780,293.215
2012-10-29 00,299.880,285.370,292.499
2012-10-30 00,298.150,283.700,290.237
2012-10-31 00,296.190,282.400,289.559
2012-11-01 00,292.340,287.050,289.518
2012-11-02 00,294.770,282.690,288.735
2012-11-03 00,296.530,282.920,289.945
2012-11-04 00,299.070,283.240,290.913
2012-11-05 00,300.100,283.730,292.264
2012-11-06 00,300.440,286.200,293.426
2012-11-07 00,297.730,285.320,290.918
2012-11-08 00,290.870,282.010,285.839
2012-11-09 00,287.050,278.270,282.765
2012-11-10 00,288.150,277.220,282.294
2012-11-11 00,288.080,275.800,282.326
2012-11-12 00,289.390,278.120,282.990
2012-11-13 00,291.830,278.310,284.442
2012-11-14 00,292.520,279.460,285.696
2012-11-15 00,294.010,280.210,286.521
2012-11-16 00,288.170,282.950,284.540
2012-11-17 00,286.950,284.380,285.577
2012-11-18 00,289.510,283.500,285.884
2012-11-19 00,289.690,284.380,286.470
2012-11-20 00,291.080,284.530,287.568
2012-11-21 00,286.040,276.750,282.732
2012-11-22 00,290.100,279.180,284.822
2012-11-23 00,290.990,278.560,285.279
2012-11-24 00,291.510,279.550,285.727
2012-11-25 00,291.130,278.470,285.368
2012-11-26 00,290.800,279.790,285.350
2012-11-27 00,290.970,279.730,285.641
2012-11-28 00,286.140,283.410,284.453
2012-11-29 00,291.170,283.840,287.121
2012-11-30 00,289.200,285.500,287.431
2012-12-01 00,287.820,285.280,286.498
2012-12-02 00,288.820,283.860,287.203
2012-12-03 00,289.520,281.590,285.675
2012-12-04 00,288.830,285.070,286.844
2012-12-05 00,288.360,285.970,287.049
2012-12-06 00,291.580,283.070,287.289
2012-12-07 00,288.940,278.700,283.813
2012-12-08 00,287.850,275.970,281.583
2012-12-09 00,288.900,276.210,281.971
2012-12-10 00,289.520,276.840,282.955
2012-12-11 00,287.920,278.180,282.698
2012-12-12 00,285.870,280.800,283.061
2012-12-13 00,285.650,276.390,280.857
2012-12-14 00,283.660,274.050,279.018
2012-12-15 00,282.100,273.350,277.604
2012-12-16 00,279.440,276.190,277.512
2012-12-17 00,280.930,276.600,278.045
2012-12-18 00,281.810,273.480,277.154
2012-12-19 00,281.490,270.000,275.167
2012-12-20 00,276.160,266.470,272.397
2012-12-21 00,281.640,276.350,279.188
2012-12-22 00,283.370,279.650,281.296
2012-12-23 00,283.200,279.990,281.541
2012-12-24 00,285.570,279.210,281.828
2012-12-25 00,282.420,278.430,280.121
2012-12-26 00,283.540,276.690,280.273
2012-12-27 00,278.860,272.970,276.094
2012-12-28 00,275.590,270.780,273.141
2012-12-29 00,276.500,272.650,274.073
2012-12-30 00,276.230,268.450,272.460
2012-12-31 00,276.670,265.550,272.005
2013-01-01 00,280.090,272.310,275.302
2013-01-02 00,280.680,271.100,275.155
2013-01-03 00,281.810,271.560,275.896
2013-01-04 00,282.380,272.440,276.780
2013-01-05 00,283.570,273.670,278.385
2013-01-06 00,281.950,277.790,279.541
2013-01-07 00,284.950,274.130,279.115
2013-01-08 00,287.120,274.560,280.490
2013-01-09 00,286.390,277.360,281.556
2013-01-10 00,282.550,275.990,278.900
2013-01-11 00,282.190,272.870,277.060
2013-01-12 00,281.190,271.680,275.548
2013-01-13 00,280.150,270.250,274.235
2013-01-14 00,281.040,270.730,274.739
2013-01-15 00,281.660,271.120,275.802
2013-01-16 00,282.900,271.700,277.071
2013-01-17 00,284.790,271.880,278.172
2013-01-18 00,285.270,272.500,278.045
2013-01-19 00,285.730,272.510,278.347
2013-01-20 00,285.900,272.180,278.728
2013-01-21 00,285.850,272.480,278.880
2013-01-22 00,287.060,273.160,279.644
2013-01-23 00,288.190,278.620,282.313
2013-01-24 00,285.360,281.510,283.436
2013-01-25 00,286.940,283.620,285.057
2013-01-26 00,289.460,281.080,285.605
2013-01-27 00,286.130,277.960,281.056
2013-01-28 00,286.140,275.060,280.428
2013-01-29 00,287.580,274.530,281.300
2013-01-30 00,289.750,277.660,283.213
2013-01-31 00,289.110,276.890,283.046
2013-02-01 00,290.020,276.670,283.224
2013-02-02 00,289.960,277.090,283.399
2013-02-03 00,289.150,277.520,283.020
2013-02-04 00,289.600,277.030,283.038
2013-02-05 00,288.780,277.590,282.854
2013-02-06 00,288.710,276.700,282.082
2013-02-07 00,285.670,275.180,279.433
2013-02-08 00,286.180,275.040,279.916
2013-02-09 00,285.970,272.920,278.880
2013-02-10 00,287.070,272.600,278.947
2013-02-11 00,288.180,273.330,280.610
2013-02-12 00,288.500,274.870,281.382
2013-02-13 00,288.960,274.130,281.483
2013-02-14 00,291.940,277.530,283.477
2013-02-15 00,292.310,275.780,283.600
2013-02-16 00,292.340,277.940,285.011
2013-02-17 00,291.350,277.370,284.585
2013-02-18 00,288.360,276.020,282.391
2013-02-19 00,283.480,276.190,279.214
2013-02-20 00,286.870,273.160,278.916
2013-02-21 00,287.780,272.610,279.630
2013-02-22 00,289.500,272.780,281.053
2013-02-23 00,288.450,276.310,281.767
2013-02-24 00,287.890,271.860,279.702
2013-02-25 00,289.710,275.380,281.463
2013-02-26 00,289.160,274.670,281.017
2013-02-27 00,290.420,274.480,282.291
2013-02-28 00,291.760,279.860,285.214
2013-03-01 00,294.850,279.730,287.193
2013-03-02 00,295.910,282.450,289.188
2013-03-03 00,289.640,281.780,286.266
2013-03-04 00,291.190,277.890,284.025
2013-03-05 00,290.180,277.470,283.294
2013-03-06 00,286.700,280.680,282.924
2013-03-07 00,289.310,279.960,284.013
2013-03-08 00,290.040,278.450,283.427
2013-03-09 00,291.610,275.380,282.780
2013-03-10 00,292.830,275.750,284.300
2013-03-11 00,294.230,278.220,286.295
2013-03-12 00,295.620,280.660,288.317
2013-03-13 00,297.400,282.490,290.047
2013-03-14 00,298.400,285.360,291.366
2013-03-15 00,296.680,282.780,289.634
2013-03-16 00,295.860,282.100,288.623
2013-03-17 00,294.160,279.840,287.085
2013-03-18 00,293.510,280.120,287.184
2013-03-19 00,291.810,283.190,287.099
2013-03-20 00,286.920,283.910,285.057
2013-03-21 00,291.100,280.650,285.346
2013-03-22 00,290.190,276.870,282.526
2013-03-23 00,291.780,273.870,282.923
2013-03-24 00,294.380,279.110,286.848
2013-03-25 00,294.830,281.500,287.130
2013-03-26 00,289.600,279.360,284.823
2013-03-27 00,292.090,281.880,286.891
2013-03-28 00,292.760,284.740,287.732
2013-03-29 00,297.330,281.780,289.623
2013-03-30 00,293.940,285.230,289.596
2013-03-31 00,293.070,286.160,288.968
2013-04-01 00,292.310,283.800,288.237
2013-04-02 00,294.640,283.270,288.475
2013-04-03 00,296.580,281.860,289.239
2013-04-04 00,288.270,283.460,285.855
2013-04-05 00,292.970,282.630,287.915
2013-04-06 00,292.440,283.000,287.070
2013-04-07 00,292.970,280.610,286.807
2013-04-08 00,290.210,279.930,284.579
2013-04-09 00,294.030,278.310,285.333
2013-04-10 00,299.830,281.190,290.426
2013-04-11 00,297.160,284.610,290.169
2013-04-12 00,297.150,280.230,288.471
2013-04-13 00,297.250,281.860,289.201
2013-04-14 00,295.190,280.130,287.104
2013-04-15 00,291.460,278.480,284.712
2013-04-16 00,292.010,278.250,284.053
2013-04-17 00,291.030,277.420,283.510
2013-04-18 00,295.760,278.190,287.395
2013-04-19 00,299.270,281.400,290.555
2013-04-20 00,298.820,284.640,290.868
2013-04-21 00,301.400,281.650,291.764
2013-04-22 00,301.350,283.810,292.426
2013-04-23 00,300.120,284.200,291.780
2013-04-24 00,301.170,281.710,291.006
2013-04-25 00,298.870,281.170,289.981
2013-04-26 00,301.200,284.020,292.494
2013-04-27 00,301.820,285.380,293.589
2013-04-28 00,303.710,285.820,295.012
2013-04-29 00,304.280,286.410,295.628
2013-04-30 00,299.940,284.440,292.226
2013-05-01 00,300.090,280.550,289.471
2013-05-02 00,302.520,281.780,292.318
2013-05-03 00,304.300,286.250,294.868
2013-05-04 00,303.780,284.980,294.541
2013-05-05 00,299.370,282.420,291.651
2013-05-06 00,294.450,285.090,289.967
2013-05-07 00,293.820,286.740,290.640
2013-05-08 00,293.610,287.610,289.949
2013-05-09 00,298.960,285.820,292.178
2013-05-10 00,302.700,286.480,294.175
2013-05-11 00,306.070,287.570,296.545
2013-05-12 00,305.330,287.860,296.457
2013-05-13 00,304.820,286.660,296.190
2013-05-14 00,306.370,288.370,296.933
2013-05-15 00,302.070,285.050,293.381
2013-05-16 00,296.910,284.910,290.566
2013-05-17 00,297.750,282.130,290.006
2013-05-18 00,300.750,281.390,291.578
2013-05-19 00,302.390,283.530,293.311
2013-05-20 00,304.310,285.750,295.313
2013-05-21 00,301.550,285.200,293.304
2013-05-22 00,295.280,281.120,287.911
2013-05-23 00,296.900,279.680,289.022
2013-05-24 00,300.000,282.230,291.068
2013-05-25 00,300.120,280.060,290.498
2013-05-26 00,299.440,282.260,291.153
2013-05-27 00,292.180,282.630,288.223
2013-05-28 00,299.150,287.570,292.182
2013-05-29 00,298.570,287.380,292.175
2013-05-30 00,302.840,284.640,294.171
2013-05-31 00,306.800,283.940,296.029
2013-06-01 00,309.820,284.040,298.972
2013-06-02 00,310.040,288.660,300.667
2013-06-03 00,309.330,289.180,299.764
2013-06-04 00,309.000,287.710,298.519
2013-06-05 00,309.770,288.050,299.180
2013-06-06 00,312.140,289.520,301.321
2013-06-07 00,315.650,292.330,304.235
2013-06-08 00,317.280,293.060,306.010
2013-06-09 00,309.390,292.100,300.817
2013-06-10 00,303.920,291.810,297.427
2013-06-11 00,306.450,286.780,297.118
2013-06-12 00,307.750,287.050,297.898
2013-06-13 00,305.670,284.550,296.278
2013-06-14 00,307.180,288.010,298.017
2013-06-15 00,308.910,287.810,299.176
2013-06-16 00,309.060,287.110,298.770
2013-06-17 00,307.420,286.590,297.637
2013-06-18 00,301.840,285.540,293.982
2013-06-19 00,302.230,282.730,293.548
2013-06-20 00,305.420,283.970,296.188
2013-06-21 00,306.220,285.750,297.440
2013-06-22 00,309.630,285.060,299.108
2013-06-23 00,300.020,288.080,295.597
2013-06-24 00,293.580,289.970,291.209
2013-06-25 00,293.740,289.810,291.973
2013-06-26 00,303.120,291.400,297.135
2013-06-27 00,310.030,292.220,301.716
2013-06-28 00,315.240,294.010,304.992
2013-06-29 00,316.920,293.900,306.184
2013-06-30 00,317.210,294.530,306.579
2013-07-01 00,312.560,294.070,304.678
2013-07-02 00,318.390,297.200,308.189
2013-07-03 00,318.610,296.350,307.750
2013-07-04 00,318.300,296.820,308.412
2013-07-05 00,312.150,295.500,303.788
2013-07-06 00,309.830,291.540,300.391
2013-07-07 00,311.050,289.040,300.228
2013-07-08 00,310.500,288.980,300.365
2013-07-09 00,311.240,288.980,301.290
2013-07-10 00,313.010,292.420,303.305
2013-07-11 00,310.990,290.490,300.933
2013-07-12 00,309.870,289.100,299.631
2013-07-13 00,311.020,288.080,300.240
2013-07-14 00,312.580,291.040,302.039
2013-07-15 00,310.210,290.070,300.197
2013-07-16 00,307.340,287.840,297.532
2013-07-17 00,310.380,287.340,299.407
2013-07-18 00,312.580,289.890,301.780
2013-07-19 00,314.830,289.570,302.526
2013-07-20 00,316.760,291.290,304.265
2013-07-21 00,318.260,292.720,305.140
2013-07-22 00,310.590,292.990,302.024
2013-07-23 00,310.560,292.160,301.988
2013-07-24 00,314.010,293.040,304.111
2013-07-25 00,316.740,294.900,305.813
2013-07-26 00,316.040,292.790,304.153
2013-07-27 00,314.670,294.280,304.224
2013-07-28 00,313.580,292.280,302.863
2013-07-29 00,310.540,289.800,300.300
2013-07-30 00,310.060,288.620,299.262
2013-07-31 00,310.790,289.880,300.345
2013-08-01 00,308.780,288.230,298.591
2013-08-02 00,311.040,288.060,299.588
2013-08-03 00,311.580,288.700,300.078
2013-08-04 00,310.350,288.580,299.394
2013-08-05 00,309.640,288.860,298.913
2013-08-06 00,309.530,288.180,298.426
2013-08-07 00,305.330,288.000,296.334
2013-08-08 00,304.280,286.440,295.306
2013-08-09 00,305.200,286.040,295.578
2013-08-10 00,305.950,286.630,296.158
2013-08-11 00,308.460,288.380,298.098
2013-08-12 00,309.180,288.610,298.577
2013-08-13 00,311.850,288.100,299.567
2013-08-14 00,313.000,288.580,300.291
2013-08-15 00,313.470,289.880,301.372
2013-08-16 00,312.190,291.740,301.848
2013-08-17 00,313.040,293.270,302.435
2013-08-18 00,315.310,292.810,303.462
2013-08-19 00,314.320,295.950,304.935
2013-08-20 00,313.580,297.250,305.040
2013-08-21 00,310.510,293.260,300.996
2013-08-22 00,309.490,289.760,298.949
2013-08-23 00,308.810,289.660,298.433
2013-08-24 00,307.310,289.730,298.170
2013-08-25 00,306.050,291.500,298.220
2013-08-26 00,306.360,289.970,297.577
2013-08-27 00,309.600,288.220,298.363
2013-08-28 00,308.060,289.290,298.260
2013-08-29 00,308.030,290.560,298.622
2013-08-30 00,312.000,290.880,300.657
2013-08-31 00,311.350,292.240,301.385
2013-09-01 00,309.420,291.540,300.905
2013-09-02 00,305.900,294.880,299.254
2013-09-03 00,306.090,290.500,297.369
2013-09-04 00,306.220,288.280,296.451
2013-09-05 00,304.960,287.100,295.318
2013-09-06 00,309.340,288.160,298.482
2013-09-07 00,312.200,292.560,301.873
2013-09-08 00,313.090,292.730,302.253
2013-09-09 00,314.260,293.870,303.090
2013-09-10 00,312.730,292.010,301.265
2013-09-11 00,309.530,291.170,299.262
2013-09-12 00,309.540,290.360,299.168
2013-09-13 00,311.620,290.660,299.841
2013-09-14 00,310.550,291.220,299.748
2013-09-15 00,306.660,289.720,297.168
2013-09-16 00,307.000,288.720,296.537
2013-09-17 00,303.900,287.770,295.013
2013-09-18 00,305.840,285.610,295.306
2013-09-19 00,308.460,284.040,295.849
2013-09-20 00,304.920,287.050,295.325
2013-09-21 00,296.450,288.020,291.467
2013-09-22 00,299.100,285.850,292.087
2013-09-23 00,304.520,286.250,295.040
2013-09-24 00,302.030,287.420,293.880
2013-09-25 00,297.850,283.510,290.276
2013-09-26 00,299.330,284.450,290.591
2013-09-27 00,300.250,281.800,290.999
2013-09-28 00,303.470,284.750,293.036
2013-09-29 00,301.300,285.200,292.974
2013-09-30 00,301.030,287.670,294.625
2013-10-01 00,301.110,289.370,295.135
2013-10-02 00,301.430,285.450,292.838
2013-10-03 00,298.710,283.770,290.995
2013-10-04 00,303.200,282.960,291.547
2013-10-05 00,303.590,279.810,291.583
2013-10-06 00,304.600,284.110,294.666
2013-10-07 00,304.460,286.150,295.133
2013-10-08 00,301.410,282.790,291.923
2013-10-09 00,298.090,282.430,289.735
2013-10-10 00,299.300,281.910,290.375
2013-10-11 00,299.330,282.230,290.812
2013-10-12 00,299.130,282.240,289.907
2013-10-13 00,298.590,281.210,289.090
2013-10-14 00,300.280,280.780,289.673
2013-10-15 00,301.610,280.350,289.663
2013-10-16 00,301.110,280.550,290.314
2013-10-17 00,302.210,282.400,292.326
2013-10-18 00,302.840,281.520,292.105
2013-10-19 00,303.100,282.960,293.430
2013-10-20 00,303.060,282.790,293.125
2013-10-21 00,302.360,280.970,291.869
2013-10-22 00,302.720,283.210,292.956
2013-10-23 00,302.540,283.350,292.297
2013-10-24 00,300.840,282.210,290.693
2013-10-25 00,300.520,282.020,290.973
2013-10-26 00,301.880,283.100,292.398
2013-10-27 00,299.390,282.310,290.020
2013-10-28 00,289.380,281.730,285.133
2013-10-29 00,291.370,283.330,286.974
2013-10-30 00,293.980,280.570,287.520
2013-10-31 00,296.390,280.200,288.434
2013-11-01 00,299.200,282.170,290.631
2013-11-02 00,298.840,282.170,290.770
2013-11-03 00,294.940,281.520,287.928
2013-11-04 00,293.930,277.670,285.574
2013-11-05 00,296.420,278.930,287.638
2013-11-06 00,297.230,282.040,289.782
2013-11-07 00,297.860,285.250,290.975
2013-11-08 00,297.730,281.580,289.645
2013-11-09 00,297.290,281.640,289.438
2013-11-10 00,297.380,281.690,289.588
2013-11-11 00,297.810,280.780,288.939
2013-11-12 00,295.690,286.480,290.899
2013-11-13 00,299.340,280.170,289.797
2013-11-14 00,297.200,281.340,288.804
2013-11-15 00,292.970,277.950,285.605
2013-11-16 00,292.110,277.830,285.123
2013-11-17 00,292.320,278.360,285.277
2013-11-18 00,292.730,278.960,285.695
2013-11-19 00,287.700,283.880,285.764
2013-11-20 00,290.500,285.370,287.331
2013-11-21 00,289.840,277.970,284.878
2013-11-22 00,289.630,274.430,281.213
2013-11-23 00,289.370,274.940,281.727
2013-11-24 00,288.610,274.020,281.539
2013-11-25 00,288.840,275.880,282.031
2013-11-26 00,289.830,275.450,282.765
2013-11-27 00,292.420,280.210,285.690
2013-11-28 00,293.660,280.080,286.886
2013-11-29 00,293.340,281.270,287.259
2013-11-30 00,292.480,278.860,285.493
2013-12-01 00,292.090,277.940,285.489
2013-12-02 00,292.510,280.140,285.806
2013-12-03 00,287.600,276.850,283.501
2013-12-04 00,283.880,272.460,277.412
2013-12-05 00,282.280,266.860,274.759
2013-12-06 00,282.960,268.000,276.388
2013-12-07 00,282.410,274.030,278.284
2013-12-08 00,280.050,270.090,274.208
2013-12-09 00,281.350,267.980,274.106
2013-12-10 00,282.010,268.790,275.587
2013-12-11 00,283.290,271.390,277.055
2013-12-12 00,284.890,271.650,278.255
2013-12-13 00,285.540,272.020,278.224
2013-12-14 00,285.580,271.730,278.737
2013-12-15 00,286.310,272.630,279.708
2013-12-16 00,287.950,274.090,281.110
2013-12-17 00,288.980,275.920,282.136
2013-12-18 00,287.510,277.710,281.813
2013-12-19 00,289.220,276.720,281.640
2013-12-20 00,286.060,270.980,278.628
2013-12-21 00,287.760,273.600,280.386
2013-12-22 00,288.600,273.830,281.055
2013-12-23 00,288.930,275.910,282.124
2013-12-24 00,289.760,275.890,282.465
2013-12-25 00,288.230,275.310,281.261
2013-12-26 00,288.250,274.240,280.772
2013-12-27 00,288.600,275.180,281.638
2013-12-28 00,289.130,272.830,280.590
2013-12-29 00,288.290,271.880,280.411
2013-12-30 00,288.550,274.100,281.709
2013-12-31 00,288.770,278.730,283.153
2014-01-01 00,288.530,275.440,281.915
2014-01-02 00,290.150,276.500,283.067
2014-01-03 00,291.250,276.650,284.003
2014-01-04 00,291.420,274.620,282.363
2014-01-05 00,289.380,271.200,280.570
2014-01-06 00,290.480,274.280,282.920
2014-01-07 00,291.720,280.440,285.493
2014-01-08 00,290.280,277.860,283.829
2014-01-09 00,289.780,278.730,284.273
2014-01-10 00,291.280,278.230,284.965
2014-01-11 00,286.340,277.650,282.566
2014-01-12 00,289.910,276.360,282.300
2014-01-13 00,291.460,274.010,281.659
2014-01-14 00,292.250,272.750,281.343
2014-01-15 00,292.660,273.230,282.303
2014-01-16 00,292.040,274.590,283.253
2014-01-17 00,292.650,275.750,283.897
2014-01-18 00,292.230,274.320,283.328
2014-01-19 00,292.760,273.860,283.090
2014-01-20 00,292.660,275.050,283.341
2014-01-21 00,292.980,273.430,282.537
2014-01-22 00,293.210,272.080,281.964
2014-01-23 00,294.220,274.050,282.486
2014-01-24 00,296.050,275.520,285.271
2014-01-25 00,294.870,277.420,285.879
2014-01-26 00,294.270,277.330,285.336
2014-01-27 00,293.560,277.840,286.005
2014-01-28 00,291.560,284.240,287.674
2014-01-29 00,290.080,286.080,287.967
2014-01-30 00,290.060,284.280,286.601
2014-01-31 00,288.600,276.110,283.086
2014-02-01 00,288.040,271.050,279.238
2014-02-02 00,286.830,274.790,281.254
2014-02-03 00,288.060,279.760,283.038
2014-02-04 00,287.760,275.420,281.806
2014-02-05 00,287.970,276.440,282.511
2014-02-06 00,283.340,279.090,281.342
2014-02-07 00,285.420,280.420,282.890
2014-02-08 00,287.770,283.310,285.516
2014-02-09 00,288.960,286.200,287.260
2014-02-10 00,291.180,283.900,287.080
2014-02-11 00,292.530,280.480,286.085
2014-02-12 00,293.360,279.960,286.324
2014-02-13 00,292.930,283.940,288.061
2014-02-14 00,295.820,282.980,288.747
2014-02-15 00,293.210,281.570,287.397
2014-02-16 00,291.860,282.230,286.930
2014-02-17 00,291.640,276.360,284.501
2014-02-18 00,292.130,279.150,285.771
2014-02-19 00,292.320,280.500,285.578
2014-02-20 00,290.940,276.350,283.437
2014-02-21 00,294.350,275.720,284.972
2014-02-22 00,294.380,277.280,286.085
2014-02-23 00,294.560,278.830,286.790
2014-02-24 00,296.140,279.740,287.698
2014-02-25 00,295.960,280.340,287.787
2014-02-26 00,287.070,283.040,285.069
2014-02-27 00,290.450,283.410,286.463
2014-02-28 00,288.720,283.700,285.594
2014-03-01 00,292.170,281.740,286.592
2014-03-02 00,290.780,284.800,286.786
2014-03-03 00,288.080,281.580,285.422
2014-03-04 00,292.120,284.540,287.254
2014-03-05 00,294.740,285.010,289.414
2014-03-06 00,294.260,284.250,289.178
2014-03-07 00,293.940,280.260,286.072
2014-03-08 00,294.950,278.240,286.493
2014-03-09 00,297.030,285.660,290.163
2014-03-10 00,294.320,282.110,288.323
2014-03-11 00,293.570,277.290,284.449
2014-03-12 00,293.910,276.220,283.987
2014-03-13 00,296.410,275.700,285.940
2014-03-14 00,295.420,280.220,286.983
2014-03-15 00,297.240,278.470,287.999
2014-03-16 00,297.840,281.100,288.665
2014-03-17 00,294.080,279.350,285.588
2014-03-18 00,294.320,275.730,284.103
2014-03-19 00,295.990,276.850,286.045
2014-03-20 00,297.310,278.850,288.090
2014-03-21 00,296.320,279.810,287.965
2014-03-22 00,296.650,278.510,287.673
2014-03-23 00,297.380,279.890,288.479
2014-03-24 00,299.390,280.810,289.450
2014-03-25 00,291.560,279.570,285.648
2014-03-26 00,288.400,282.040,284.893
2014-03-27 00,288.380,280.740,284.241
2014-03-28 00,291.090,283.180,286.818
2014-03-29 00,289.860,283.820,286.838
2014-03-30 00,291.640,280.900,285.549
2014-03-31 00,290.000,277.830,283.342
2014-04-01 00,287.310,279.050,282.675
2014-04-02 00,291.340,279.960,284.997
2014-04-03 00,291.900,279.660,285.418
2014-04-04 00,289.160,282.680,285.573
2014-04-05 00,294.250,280.620,286.936
2014-04-06 00,298.140,280.950,289.059
2014-04-07 00,301.840,281.380,291.950
2014-04-08 00,302.890,287.330,294.865
2014-04-09 00,301.130,286.200,292.897
2014-04-10 00,300.580,283.530,291.655
2014-04-11 00,301.830,284.130,292.319
2014-04-12 00,300.080,282.880,290.569
2014-04-13 00,300.320,283.250,290.025
2014-04-14 00,300.740,277.970,290.365
2014-04-15 00,300.930,284.110,292.353
2014-04-16 00,301.410,282.910,292.121
2014-04-17 00,302.090,283.020,292.206
2014-04-18 00,300.790,283.960,292.405
2014-04-19 00,300.750,282.990,291.197
2014-04-20 00,302.440,283.710,292.769
2014-04-21 00,298.780,284.090,291.377
2014-04-22 00,293.210,279.730,286.933
2014-04-23 00,295.320,277.310,286.615
2014-04-24 00,296.860,283.290,289.861
2014-04-25 00,287.910,281.680,285.396
2014-04-26 00,292.180,279.400,285.432
2014-04-27 00,290.400,281.630,285.331
2014-04-28 00,295.960,278.820,287.740
2014-04-29 00,302.780,283.360,292.109
2014-04-30 00,306.980,281.870,295.292
2014-05-01 00,307.220,289.300,297.682
2014-05-02 00,306.360,286.170,295.456
2014-05-03 00,300.230,282.550,291.045
2014-05-04 00,298.210,280.190,289.544
2014-05-05 00,297.010,283.950,290.218
2014-05-06 00,297.730,283.130,289.767
2014-05-07 00,299.100,281.650,290.524
2014-05-08 00,294.310,282.350,288.845
2014-05-09 00,297.900,286.390,291.381
2014-05-10 00,297.730,282.370,290.023
2014-05-11 00,300.910,282.350,291.179
2014-05-12 00,304.790,280.700,293.790
2014-05-13 00,308.320,284.400,297.543
2014-05-14 00,310.330,287.460,299.943
2014-05-15 00,311.180,291.990,301.645
2014-05-16 00,308.470,288.440,298.596
2014-05-17 00,304.210,285.650,295.328
2014-05-18 00,300.570,283.770,292.833
2014-05-19 00,297.330,282.550,290.495
2014-05-20 00,295.940,283.910,291.082
2014-05-21 00,303.150,285.380,294.657
2014-05-22 00,306.980,286.750,297.180
2014-05-23 00,308.710,286.370,298.520
2014-05-24 00,308.890,289.240,299.756
2014-05-25 00,310.280,289.180,300.307
2014-05-26 00,310.390,288.110,299.840
2014-05-27 00,307.310,286.690,297.227
2014-05-28 00,304.070,283.940,294.936
2014-05-29 00,305.670,284.250,295.546
2014-05-30 00,304.780,285.160,295.144
2014-05-31 00,304.760,282.160,294.518
2014-06-01 00,308.400,286.490,298.377
2014-06-02 00,307.370,286.830,297.628
2014-06-03 00,305.890,284.650,295.893
2014-06-04 00,310.190,287.660,299.807
2014-06-05 00,312.120,289.900,301.271
2014-06-06 00,312.560,289.180,301.095
2014-06-07 00,313.370,289.470,302.405
2014-06-08 00,314.240,293.540,304.255
2014-06-09 00,315.150,292.430,305.246
2014-06-10 00,314.920,294.540,305.398
2014-06-11 00,310.730,290.840,301.134
2014-06-12 00,306.370,287.770,297.223
2014-06-13 00,306.530,284.250,296.151
2014-06-14 00,307.700,286.270,298.623
2014-06-15 00,306.990,286.910,297.733
2014-06-16 00,303.120,286.790,294.935
